hash,message,hashes_of_parents,is_merge_commit,list_of_modified_files
08f8093ed112306b360e6d5f21eb45bedf69f214,[eslint config] [base] [breaking] enable `max-classes-per-file`,['d03a712bba592da02631fb30824f6661788b2120'],False,['best-practices.js']
d490ee1806abdf07fe53f023384b223dab643b0b,[eslint config] [base] [breaking] enable `no-useless-catch`,['08f8093ed112306b360e6d5f21eb45bedf69f214'],False,['best-practices.js']
282ef9ea9051dce725f382ac83cb5c3f2d4da0c2,[eslint config] [base] [breaking] `no-self-assign`: enable `props` option,['d490ee1806abdf07fe53f023384b223dab643b0b'],False,['best-practices.js']
e6f591f660a16da51a8fe8a9239703b9bde82c13,[Dev Deps] update babel-related deps to latest,['282ef9ea9051dce725f382ac83cb5c3f2d4da0c2'],False,"['package.json', 'package.json']"
a23f93eb001ec398ff42f37945b01db2787f6c93,[eslint config] [breaking] enable `react/jsx-fragments`,['b447768ad322d87ca88a0ecb9e0d0d6168d19aca'],False,['react.js']
73f71d9ba4f9ae48054438420c27651fc924d196,[eslint config] [breaking] enable `react/jsx-props-no-spreading`,['089022aeff7b4d753c9f419c5b4e3a26cdf625b8'],False,['react.js']
1e0a696730256af82d284f37a66032681cf23387,[eslint config] [breaking] disable `label-has-for`; enable `control-has-associated-label`,['73f71d9ba4f9ae48054438420c27651fc924d196'],False,['react-a11y.js']
530278467f8b0a1b2aee632fbeee543e6732ef35,[eslint config] [patch] `react/state-in-constructor`: fix incorrect configuration,['bdba997ac704f7fdcebf4467babaa3f35828c0a5'],False,['react.js']
295d1e61cbebd33d06cbd287fc1d7ea59ba959f7,"[guide] clean up confusing example from bad rebase

 ... from
https://github.com/airbnb/javascript/commit/820745d61090139193cf9257b88974e36dfc9b35#diff-04c6e90faac2675aa89e2176d2eec7d8R963-R965
/ #1863.

Fixes #2071.",['a204cdf38a3e67a405c191773456d18296a9b37b'],False,['README.md']
8c94d53bf88346cc4f55bfed769e3ee8c8247f80,"[eslint config] [*] [dev deps] update `@babel/runtime`, `babel-preset-airbnb`, `safe-publish-latest`",['79047a947000b4b328fb9a6579d00e538768629e'],False,"['package.json', 'package.json']"
df2c99c81474ab0fe9aecf0244d465785d3ee3df,[tests] fix eslint errors from c66cfc3,['ab72ab9e90f403e90590f8815e0563248af10470'],False,['test-react-order.js']
5a32c33bf2bf967ce32bae2fd33b3fea275a99be,"[eslint config] [base] [minor] enable `import/no-useless-path-segments` for commonjs

Fixes #2077.",['df2c99c81474ab0fe9aecf0244d465785d3ee3df'],False,['imports.js']
8f78e1f44b9ca2f3a7da970771982694fa84fd72,[tests] re-enable eslint rule `prefer-destructuring` internally,['5a32c33bf2bf967ce32bae2fd33b3fea275a99be'],False,"['.eslintrc', 'whitespace.js', '.eslintrc', 'whitespace.js']"
64b965efe0355c8290996ff5a675cd8fb30bf843,[guide] Fix Temporal dead zone link anchor,['3fb312f18198364bacc07e61ca58ff89f9f0afa2'],False,['README.md']
5927c7f706feee7542341faaa298176c2a82263d,[guide] fix possible typo,['56b75dc3592c2118cefc5296c94d5fce5923a487'],False,['README.md']
370793b3ddfecfef29c05a62bdf17ec3d1b0a8b3,"[eslint-config] [*] [fix] `whitespace`: only set erroring rules to ""warn""

Fixes #2105",['2e3adc98c784be7fa63c7a05271f7aa86c9d6bc7'],False,"['whitespace.js', 'whitespace.js']"
4df908033fb52184ac58deacc19c00ceb11020d1,"[eslint config] [*] [dev deps] update `@babel/runtime`, `babel-preset-airbnb`, `safe-publish-latest`, `tape`",['377fbcac88728737dd8bd3180ec3819c3a2a5231'],False,"['package.json', 'package.json']"
651280e5a22d08170187bea9a2b1697832c87ebc,[eslint config] [base] Fix indentation with JSX Fragments,['f86f19cefc3b1ce19c4bf473606c95de86779b68'],False,['style.js']
717ba5187af3b4c36877c2a7031edf202e72cf88,"[guide]: add ""bigint"" type to the primitives type section.

```js
var bn = 123n
```
(with ""n"" as suffix)",['9890b4067700be1f2d045788f4ea5fbf12b5f8bf'],False,['README.md']
165af9b6c881a0e413df824276aab4c7134dc4f9,[Tests] actually run the linter on subpackages,['e6e6414c973d6aa5f3672296fe3cf6c399ca570a'],False,['.travis.yml']
d529ccaea3b3da1c1cfce686b119d662e8e05c69,[eslint config] readme: fix typo,['a3355f90c4b52445dbe828fd4e71a7e7d12ef202'],False,['README.md']
f075a0db50f1fd6a798cb6e0c3677421deb7b522,"[eslint config] [patch] relax `eslint-plugin-react-hooks` down to v2.3, due to a controversial change in v2.5

Fixes #2195.",['d529ccaea3b3da1c1cfce686b119d662e8e05c69'],False,['package.json']
e4f3dd4effd8e579427eeceb60d2f4e2ed5d08a7,"[react] Update Chinese (Simplified) Translation

The translation for Chinese (Simplified) is outdated. Changed to an up-to-date translation that synced with current English version, enhanced expressions for better readability, and also added notes of technical terms for Chinese readers.",['0375265cbd43635f8062615995a6a86f22fd0fc2'],False,['README.md']
06b3ab11d9a443ff46f052dd00375e271e5146e6,"[eslint config] [minor] Fix typo in no-multiple-empty-lines rule

 ## Why is the change being made?

This change is made because the Airbnb documentation states to ""avoid a
newline at the beginning of files"", yet the code does not follow this.

 ## What has changed to address the problem?

This change fixes the `no-multiple-empty-lines` rule by setting max
beginning of file (`maxBOF`) to from 1 to 0.

 ## How was this change tested?

This change was tested with `npm test`.

 ## Related docs

https://github.com/airbnb/javascript#whitespace--no-multiple-empty-lines",['c0ee2c492460ac7428286c2bb0b48b4a058430fa'],False,"['style.js', 'test-react-order.js']"
8aee3e160053d07b4c156f0885fb5a6da4e19603,[eslint config] [base] [patch] Include 'context' exception for `no-param-reassign`,['cad3db31695631a7877cece8903eea1f41d59e03'],False,['best-practices.js']
fe2e451ba75b2ebfedc1cf4f9bf217f104b06a1d,"[Tests] add `node` `v14`; remove `v9`, `v11`",['b58700607707c7e280e5e266a884115cbcea806c'],False,['.travis.yml']
f550ded6dab8dac9d42f2dfa5f2ed9858f0fe045,[eslint config] [tests] fix for eslint 7,['562e3519b874d91b369c5c6fe8a94408a380758b'],False,['test-react-order.js']
6006d6d2dfe0a47fdd18acd6f2a9e207ef0cc8f8,"[guide] fix dead es-discourse link

Fixes #2274.",['a24dc34a4a2748c99006a48e997aa0a06b1d4d94'],False,['README.md']
337f60706fcaeb4e897e8fe38f8af39e8ea410b9,[guide] Fix grammatical errors,['6006d6d2dfe0a47fdd18acd6f2a9e207ef0cc8f8'],False,['README.md']
2c5c88d0487db3024e8a20bb20f46933a03dd8aa,"[guide] Update reason for preferring object destructuring

Fixes #2293

The reason for preferring object destructuring is quite narrow in scope. While this guide isn't intended to provide every possible reason for every preference, it perhaps should aim to provide a succinct and compelling reason. The current reasoning could be improved to meet this standard, so I'm proposing adding some additional information to clarify the benefits of what is an often controversial rule (controversial only because its introduction can require many changes in a mature codebase and has no auto fix available).",['ee2f22a10c0b82a21eaa7743905712b6cb145fc2'],False,['README.md']
d3c7b84d9e513fc1388de28775574ed614ee33e6,"[eslint config] [patch] Fixed `handle` and `on` ordering in `sort-comp` rule

- fixes #2116",['b30b0e4d917bf74d90cc39c4d74237957fe7b603'],False,"['react.js', 'test-react-order.js', 'README.md']"
05c3bb0018fcd46a41fec07a1308075c7aaea197,"[eslint config] [patch] Fix ignoreNonDOM typo in jsx-a11y/aria-role rule

This should be `ignoreNonDOM` not `ignoreNonDom` according to [documentation](https://github.com/jsx-eslint/eslint-plugin-jsx-a11y/blob/master/docs/rules/aria-role.md).",['d3c7b84d9e513fc1388de28775574ed614ee33e6'],False,['react-a11y.js']
1f786e154f6c32385607e1688370d7f2d053f88f,"[eslint config] [base] [patch] fix spelling of ""than""

you mean ""than"" not ""then"".",['5620bd5620b17184f57cd97ebf03b0efee3cc464'],False,['best-practices.js']
9c181108a7f11be1b97191f17c9ab2dc98e28c6e,"[meta] Fix typo in .markdownlint.json

preceeding -> preceding",['ea5ec0c5242a4b987eb4a2861d65298450fb05d0'],False,['.markdownlint.json']
711aeb650db14c3b8cc329511ac508ee05bc1af6,"[editorial] Complete 19.6 example code (cut in the middle)

Fixes #2403",['9c181108a7f11be1b97191f17c9ab2dc98e28c6e'],False,['README.md']
730b74927432d5931f9047322e925fb7e1c07be6,"[eslint config] [patch] Alphabetize the rules for react-a11y.js

The ordering of the rules are currently not alphabetical, which can make it hard to tell whether there are rules missing or what's set for each rule from eslint-plugin-jsx-a11y.

This change alphabetizes the list so it's easier to compare to the [list of supported rules](https://github.com/jsx-eslint/eslint-plugin-jsx-a11y#supported-rules)",['4d837646b7ae2a37780f91423479e65949863570'],False,['react-a11y.js']
0cf78acab0fff90e9591dedd8783b62a72ffc118,[guide] Fix 19.6 example code,['730b74927432d5931f9047322e925fb7e1c07be6'],False,['README.md']
1eadb93e377da1e56c3f91f26610e5d0a00738a9,"[eslint config] [fix] bump eslint-plugin-react-hooks peer dependency version

Fixes #2355",['0cf78acab0fff90e9591dedd8783b62a72ffc118'],False,['package.json']
f5c14cae2ff58000cead98290b8ec4b54dda2f14,[readme] fixed typo and removed redundancy,['428c9ddb7e27466c74fb3b02d20d427d8500f7c9'],False,['README.md']
82dbec3c995687fd6e08151c6d97768f6d970d56,[guide] Fix 14.1 Temporal Dead Zones link,['122788230acdc416e3168e07f7d0bf89a744dd94'],False,['README.md']
ea5b991a4f67264a7d3a2d783de67b29450f2779,[Tests] migrate tests to Github Actions,['2a6bec1132c937c3f512da083c759bbd7da4ce90'],False,"['node-pretest.yml', 'node.yml', 'rebase.yml', 'require-allow-edits.yml', '.travis.yml']"
8aec65a4d385c49550bf7e53a18044d8f09d5c06,"Merge pull request #2491 from airbnb/travis

[Tests] migrate tests to Github Actions","['2a6bec1132c937c3f512da083c759bbd7da4ce90', 'ea5b991a4f67264a7d3a2d783de67b29450f2779']",True,[]
c12a08c479ba139718bf8ab7eb21a3a5d0c520d7,[actions] fix action working directories,['10a6d02c665f35826114d66ee8f37bda1d89f59e'],False,['node.yml']
96f11d8c810de5712ba4f80adaa402057565a3be,[actions] run prepublishOnly in prepublish tests,['c12a08c479ba139718bf8ab7eb21a3a5d0c520d7'],False,['node.yml']
eac8cc605b0ee7acf32b9b3c7fa62fa66cd35de0,[eslint config] [base] [breaking] add `exports`,['be6966b2514c53097b98e218afb52e813859dfe1'],False,['package.json']
f3d3a075cda2acc02011e71991c10bb5b4a15278,"[eslint config] [base] [breaking] drop eslint < 7, add eslint 8",['eac8cc605b0ee7acf32b9b3c7fa62fa66cd35de0'],False,"['node.yml', 'package.json', 'best-practices.js', 'errors.js', 'es6.js', 'imports.js', 'style.js', 'whitespace-async.js', 'whitespace.js']"
37ebbba44cb1a7cf994c43f4b8e900b9fe7e6d22,"[eslint config] [deps] update `eslint-config-airbnb-base`, `eslint-plugin-jsx-a11y`, `eslint-plugin-react`, `eslint-plugin-react-hooks`, `safe-publish-latest`",['930a6f2e4c98df904ec748a6a2bd4928ef6218b1'],False,['package.json']
1bc8cabd447ef9ce69d27ae70e67eb47daeffc21,[eslint config] [breaking] support `eslint` 8; drop `eslint` < 7,['37ebbba44cb1a7cf994c43f4b8e900b9fe7e6d22'],False,"['package.json', 'react.js', 'test-react-order.js']"
c4000b932a452a5d33663310b28ce7d11ea88f33,"[eslint config] [fix] `whitespace`: udpate to support eslint 8

Fixes #2517",['31c6f21878a4aeb13e6d3547252a88aece6002b0'],False,"['whitespace-async.js', 'whitespace.js', 'whitespaceRules.js']"
371537f393da4862c624bdd90ae823bda0e251ec,[Tests] re-enable tests disabled for the eslint 8 upgrade,['c05ffb2417908650ec789aa442020e34669ad824'],False,"['node.yml', 'test-react-order.js']"
afc2cc34327459dcda12ce0d0656a0ffecf100a0,"[eslint config] [meta] fix ""exports"" path

Fixes #2524",['371537f393da4862c624bdd90ae823bda0e251ec'],False,['package.json']
274c8d570155a05b016980294d4204c5711bce86,"[eslint config] [patch] set `namedComponents` option to match style guide

Change the `namedComponents` option to `function-declaration` to match what the style guide requires.

https://github.com/airbnb/javascript/commit/019e0f7e07477e85249e1d584f22773120c41b91#r60060792",['38bc026fe46f807627967bed1e5e7415182cba20'],False,['react.js']
34b5bc39f1a7b8b999e041db5c3b84c0ebe0f850,"[meta] revert changes from d4e39c9b10767cc77c7d0091f2eae06a6ccfc33e

Caused by https://github.com/npm/cli/issues/3619",['d4e39c9b10767cc77c7d0091f2eae06a6ccfc33e'],False,['package.json']
7fdc87a8be565fa1f1779dc1d6b6461b953f7d85,"[guide] fix eslint core rule URLs

 - fix broken eslint eol-last link
 - remove .html ending in eslint urls",['1677ba6c6a285366e38998e292d42a7eab64d18e'],False,['README.md']
42c0e2ea13e30ae47a6ebad1e1b5d95a44ac7665,Fix typo in eslint-config-airbnb-base changelog,['7fdc87a8be565fa1f1779dc1d6b6461b953f7d85'],False,['CHANGELOG.md']
5155aa5fc1ea9bb2c6493a06ddbd5c7a05414c86,"[eslint config] [base] disable the deprecated `no-spaced-func` rule

This rule was deprecated since ESLint v3.3.0 and replaced by the
`func-call-spacing` rule.
https://eslint.org/docs/latest/rules/no-spaced-func

`func-call-spacing` was enabled in this package long ago:
https://github.com/airbnb/javascript/commit/27dcb99c6d80718946d10017144b2aa68bed8b9e

So there's no need for it to stay in the ruleset.

Besides, it is causing some tricky issues when overriding the rules for
TypeScript support (https://github.com/iamturns/eslint-config-airbnb-typescript/issues/246)",['cbf9ade10a2f6f06c9da6dbfa25b344bee4bbef6'],False,['style.js']
c6b1a43c489d2c242f9c6c6d12966c95d27d9dfa,"[guide] rename `qux` to `quux`

Fixes #2661",['6947138ee34319133da0e28a0e59abad987f1586'],False,['README.md']
38f1488918ef19f56191e855f624fa5da988d547,[guide] fix typo in `space-before-blocks`,['c6b1a43c489d2c242f9c6c6d12966c95d27d9dfa'],False,['README.md']
49d08a2f134f4d6524e99aacce57914b8957994e,"[readme] prefer `const`/`let` over `var` in examples

2.1 Use const for all of your references; avoid using var. eslint: prefer-const, no-const-assign",['0d747c6d96f94e54d24d8c005da0c87105bf0fd5'],False,['README.md']
4ef69edc633972a559cb7418e8aee8172cc9fbad,[Tests] refactor test paths,['d60170173096486bde4eff320a22148e79acff48'],False,"['test-base.js', 'test-base.js']"
69fc1bf1953a9113f30f07ef93b69caaf498c689,"spell checking, fixed grammar error.",['5c01a1094986c4dd50a6ee4d9f7617abdfabb58a'],False,['README.md']
7982931ba745c0f57ba6934fc7e6cc43901dac76,"[readme] Updates ESLint rule in section 12.3 (exponentiation-operator)

The change itself has already been made in f3d3a075cda2acc02011e71991c10bb5b4a15278
(tracked in/acording to https://github.com/airbnb/javascript/issues/2421#issuecomment-1371305010).


#2421
Remove Math.pow from `no-restricted-properties` and use `prefer-exponentiation-operator` instead.",['69fc1bf1953a9113f30f07ef93b69caaf498c689'],False,['README.md']
2fc5e2d52c48c1dfc76f52f704c41dcfd28a0de7,[guide] fix grammar,['749f4c2bd0e2e890fed7f421ac39b8689fe00d99'],False,['README.md']
f20eca9f646954f2ebb0375e3a99b85e7b7161ad,"[guide] fix compat table URL

https://kangax.github.io/compat-table/es6/ hit a 404 error,

URL: https://compat-table.github.io/compat-table/es6/",['932951adc2d503d906c85b01179b4e1256c41896'],False,['README.md']
39b970f7024006d34d40d5afdf763b32c9a8a074,"Add Zit Software to `In the Wild`

Signed-off-by: Kim Minh Thắng <thangved02@gmail.com>",['d1705c389ed3745f10139b32fca655c306dd56bb'],False,['README.md']
f45bd1ebc0549d370ccd7cb0ca039b40d3be768b,[eslint config] [*] [fix] fix crash in eslint invocation with TIMING env set,['e6080c7beed96700a599e7d86f1517bdc8269366'],False,"['whitespace.js', 'whitespace.js']"
